,Course ID,Subject,Catalog,Long Title,Class Units,Component Code,Component Descr,Pre Requisite Description,Career,Equivalent Courses,Descr,Key,Faculty,Department,Program,Degree,Website
2831,7987,ELEC,423,INTRODUCTION TO ANALOG VLSI,4.0,LEC,Lecture,Course Prerequisite: ELEC312,UGRD,ELEC 423 = ELEC 498K,"CMOS transistor layout considerations, design rules, circuit extraction. MOSFET modelling, I-V equations, AC equivalent circuits for high-frequency operation, computer-based simulation. Analysis and design of small-scale integrated circuit building blocks including MOS switch, active resistor, current source, current mirror, voltage amplifiers, voltage-reference circuits, multipliers. Analysis and design of medium-scale integrated circuit building blocks including op-amps, fully-differential op-amp and common mode feedback circuits, transconductance amplifiers, transimpedance amplifiers, comparators. Noise analysis. Mismatch analysis and modelling, offset removal techniques. Analog VLSI system examples. Lectures: three hours per week. Laboratory: 30 hours total.
Prerequisite: ELEC 312.",GCS_264,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2832,7988,ELEC,424,VLSI PROCESS TECHNOLOGY,3.5,LAB,Laboratory,"Course Prerequisite: ELEC311, ELEC321",UGRD,ELEC 424 = ENCS 456,"Introduction to basic VLSI technologies; crystal growth, thermal oxidation, diffusion, ion implantation, chemical vapour deposition, wet and dry etching, and lithography. Layout, yield, and VLSI process integration. The lab demonstrates a semiconductor device fabrication process. Lectures: three hours per week.
 Laboratory: 15 hours total.

Prerequisite: ELEC 311, 321.",GCS_265,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2833,7988,ELEC,424,VLSI PROCESS TECHNOLOGY,3.5,LEC,Lecture,"Course Prerequisite: ELEC311, ELEC321",UGRD,ELEC 424 = ENCS 456,"Introduction to basic VLSI technologies; crystal growth, thermal oxidation, diffusion, ion implantation, chemical vapour deposition, wet and dry etching, and lithography. Layout, yield, and VLSI process integration. The lab demonstrates a semiconductor device fabrication process. Lectures: three hours per week.
 Laboratory: 15 hours total.

Prerequisite: ELEC 311, 321.",GCS_265,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2834,7989,ELEC,425,Optical Devices for High?Speed Communications,3.5,LAB,Laboratory,"Course Prerequisite: ELEC321, ELEC351;",UGRD,,"Optical properties of semiconductors. Fundamental principles for understanding and applying optical fibre technology. Fundamental behaviour of the individual optical components and their interactions with other devices. Lasers, LEDs, optical fibres, light detectors, optical switches. Concepts of WDM and DWDM. Components required for WDM and DWDM. A comprehensive treatment of the underlying physics: noise and distortion in optical communications, light polarization, modulation and attenuation. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 321, 351.




",GCS_266,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2835,7989,ELEC,425,Optical Devices for High?Speed Communications,3.5,LEC,Lecture,"Course Prerequisite: ELEC321, ELEC351;",UGRD,,"Optical properties of semiconductors. Fundamental principles for understanding and applying optical fibre technology. Fundamental behaviour of the individual optical components and their interactions with other devices. Lasers, LEDs, optical fibres, light detectors, optical switches. Concepts of WDM and DWDM. Components required for WDM and DWDM. A comprehensive treatment of the underlying physics: noise and distortion in optical communications, light polarization, modulation and attenuation. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 321, 351.




",GCS_266,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2836,7990,ELEC,430,Electrical Power Equipment,3.5,LAB,Laboratory,Course Prerequisite: ELEC331;,UGRD,,"Components of a transmission system. Transmission line; modelling and parameters. Transformers: equivalent circuits, losses, connections and protection. Breakers: operation and design. Compensation equipment: capacitors, inductors, series and shunt connections. Insulation coordination. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite : ELEC 331.
NOTE: This course is usually offered in the French language.



",GCS_267,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2837,7990,ELEC,430,Electrical Power Equipment,3.5,LEC,Lecture,Course Prerequisite: ELEC331;,UGRD,,"Components of a transmission system. Transmission line; modelling and parameters. Transformers: equivalent circuits, losses, connections and protection. Breakers: operation and design. Compensation equipment: capacitors, inductors, series and shunt connections. Insulation coordination. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite : ELEC 331.
NOTE: This course is usually offered in the French language.



",GCS_267,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2838,7991,ELEC,431,Electrical Power Systems,3.5,LAB,Laboratory,Course Prerequisite: ELEC331;,UGRD,,"Inductance, capacitance, resistance of polyphase transmission lines; current and voltage relations of transmission lines; load flow studies; symmetrical and unsymmetrical faults; power system stability. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 331.




",GCS_268,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2839,7991,ELEC,431,Electrical Power Systems,3.5,LEC,Lecture,Course Prerequisite: ELEC331;,UGRD,,"Inductance, capacitance, resistance of polyphase transmission lines; current and voltage relations of transmission lines; load flow studies; symmetrical and unsymmetrical faults; power system stability. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 331.




",GCS_268,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2840,7992,ELEC,432,Control of Electrical Power Conversion Systems,3.5,LAB,Laboratory,Course Prerequisite: ELEC331; ELEC372,UGRD,,"Basic considerations and control requirements. Control system principles and structures. Controller characteristics and operation. Static power conversion systems. Electromechanical systems and electrical machine modelling. Control system design. Applications to electric motor drives and typical power conversion systems. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 331, 372.
NOTE: This course is usually offered in the French language.



",GCS_269,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2841,7992,ELEC,432,Control of Electrical Power Conversion Systems,3.5,LEC,Lecture,Course Prerequisite: ELEC331; ELEC372,UGRD,,"Basic considerations and control requirements. Control system principles and structures. Controller characteristics and operation. Static power conversion systems. Electromechanical systems and electrical machine modelling. Control system design. Applications to electric motor drives and typical power conversion systems. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 331, 372.
NOTE: This course is usually offered in the French language.



",GCS_269,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2842,7993,ELEC,433,Power Electronics,3.5,LAB,Laboratory,"Course Prerequisite: ELEC311, ELEC331;",UGRD,,"Review of basic electrical concepts. Power electronic systems. Power semiconductor switches. AC controllers. Line frequency AC-DC converters: diodes and thyristor circuits. DC-DC converters. DC-AC converters. Utility applications: STATCOM and power electronic interfaces. Industrial and utility applications. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 311, 331.




",GCS_270,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2843,7993,ELEC,433,Power Electronics,3.5,LEC,Lecture,"Course Prerequisite: ELEC311, ELEC331;",UGRD,,"Review of basic electrical concepts. Power electronic systems. Power semiconductor switches. AC controllers. Line frequency AC-DC converters: diodes and thyristor circuits. DC-DC converters. DC-AC converters. Utility applications: STATCOM and power electronic interfaces. Industrial and utility applications. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 311, 331.




",GCS_270,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2844,7994,ELEC,434,Behaviour of Power Systems,3.5,LAB,Laboratory,Course Prerequisite: ELEC331;,UGRD,,"Introduction: classification of phenomena, structure of power systems. Review of component models: lines, transformers, electrical machines and load. Excitation systems of machines. Steady-state operation. Transient stability, voltage stability and small signal stability. Compensation methods: stabilizer, series and shunt compensators. Sub-synchronous resonances. Transient electromagnetic phenomena. Methods and tools for numerical simulation. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 331.
NOTE: This course is usually offered in the French language.



",GCS_271,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2845,7994,ELEC,434,Behaviour of Power Systems,3.5,LEC,Lecture,Course Prerequisite: ELEC331;,UGRD,,"Introduction: classification of phenomena, structure of power systems. Review of component models: lines, transformers, electrical machines and load. Excitation systems of machines. Steady-state operation. Transient stability, voltage stability and small signal stability. Compensation methods: stabilizer, series and shunt compensators. Sub-synchronous resonances. Transient electromagnetic phenomena. Methods and tools for numerical simulation. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 331.
NOTE: This course is usually offered in the French language.



",GCS_271,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2846,7995,ELEC,435,Electromechanical Energy Conversion Systems,3.5,LAB,Laboratory,Course Prerequisite: ELEC331;,UGRD,,"Lumped parameter concepts of electromechanics. Energy, co-energy in the derivation of torques and forces. Examples of electric machines: dc, synchronous and induction types. Steady-state, transient and stability analysis. Power electronic controllers. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 331.




",GCS_272,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2847,7995,ELEC,435,Electromechanical Energy Conversion Systems,3.5,LEC,Lecture,Course Prerequisite: ELEC331;,UGRD,,"Lumped parameter concepts of electromechanics. Energy, co-energy in the derivation of torques and forces. Examples of electric machines: dc, synchronous and induction types. Steady-state, transient and stability analysis. Power electronic controllers. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 331.




",GCS_272,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
2848,7996,ELEC,436,Protection of Power Systems,3.5,LAB,Laboratory,Course Prerequisite: ELEC331;,UGRD,,"General aspects of protection systems. Measurement transformers. Grounding. Overcurrent and ground fault protection. Protection of transformers, shunt capacitors and buses. Protection of transmission lines. Telecommunication for protection and automation systems. Protection of inverters. Protection of distribution networks. Lectures: three hours per week. Laboratory: 15 hours total.
Prerequisite: ELEC 331.
NOTE: This course is usually offered in the French language.



",GCS_273,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Bachelor,
